"","idkey","year","state","state_abv","county_name","democrat_county_vote","republican_county_vote","other_county_vote","county_totalvotes","state_totalvotes","vep_turnout_rate","vap_turnout_rate","statecrime.population","statecrime.rates.property.all","statecrime.rates.property.burglary","statecrime.rates.property.larceny","statecrime.rates.property.motor","statecrime.rates.violent.all","statecrime.rates.violent.assault","statecrime.rates.violent.murder","statecrime.rates.violent.rape","statecrime.rates.violent.robbery","statecrime.totals.property.all","statecrime.totals.property.burglary","statecrime.totals.property.larceny","statecrime.totals.property.motor","statecrime.totals.violent.all","statecrime.totals.violent.assault","statecrime.totals.violent.murder","statecrime.totals.violent.rape","statecrime.totals.violent.robbery","redistrict_count","laborForce","employed","unemployed","unemploymentRate","polling_station"
"14201","MO_Schuyler",2016,"Missouri","MO","Schuyler",354,1505,77,1936,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,1904,1783,121,6.4,NA
"14202","MO_Scotland",2016,"Missouri","MO","Scotland",365,1525,78,1968,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,2452,2351,101,4.1,NA
"14203","MO_Scott",2016,"Missouri","MO","Scott",3575,13168,513,17256,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,19950,18810,1140,5.7,NA
"14204","MO_Shannon",2016,"Missouri","MO","Shannon",776,2966,162,3904,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,3322,3079,243,7.3,NA
"14205","MO_Shelby",2016,"Missouri","MO","Shelby",606,2524,125,3255,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,3069,2940,129,4.2,NA
"14206","MO_St. Charles",2016,"Missouri","MO","St. Charles",68626,121650,10729,201005,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,220910,213165,7745,3.5,NA
"14207","MO_St. Clair",2016,"Missouri","MO","St. Clair",936,3501,193,4630,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,3912,3667,245,6.3,NA
"14208","MO_St. Francois",2016,"Missouri","MO","St. Francois",6250,17468,1010,24728,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,26210,24770,1440,5.5,NA
"14209","MO_St. Louis city",2016,"Missouri","MO","St. Louis city",104235,20832,6124,131191,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,157198,148669,8529,5.4,NA
"14210","MO_St. Louis county",2016,"Missouri","MO","St. Louis county",286704,202434,25720,514858,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,NA,NA,NA,NA,NA
"14211","MO_Ste. Genevieve",2016,"Missouri","MO","Ste. Genevieve",2542,5496,431,8469,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,8980,8563,417,4.6,NA
"14212","MO_Stoddard",2016,"Missouri","MO","Stoddard",1876,11079,336,13291,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,13286,12436,850,6.4,NA
"14213","MO_Stone",2016,"Missouri","MO","Stone",2887,13158,522,16567,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,13417,12478,939,7,NA
"14214","MO_Sullivan",2016,"Missouri","MO","Sullivan",526,1884,76,2486,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,2768,2609,159,5.7,NA
"14215","MO_Taney",2016,"Missouri","MO","Taney",4373,18276,866,23515,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,26311,24362,1949,7.4,NA
"14216","MO_Texas",2016,"Missouri","MO","Texas",1728,8875,353,10956,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,9314,8731,583,6.3,NA
"14217","MO_Vernon",2016,"Missouri","MO","Vernon",1707,6533,359,8599,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,9598,9133,465,4.8,NA
"14218","MO_Warren",2016,"Missouri","MO","Warren",3915,11111,758,15784,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,17480,16750,730,4.2,NA
"14219","MO_Washington",2016,"Missouri","MO","Washington",1926,7048,308,9282,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,10331,9677,654,6.3,NA
"14220","MO_Wayne",2016,"Missouri","MO","Wayne",948,4658,49,5655,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,5653,5351,302,5.3,NA
"14221","MO_Webster",2016,"Missouri","MO","Webster",3177,12840,726,16743,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,16883,16054,829,4.9,NA
"14222","MO_Worth",2016,"Missouri","MO","Worth",195,808,43,1046,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,1210,1174,36,3,NA
"14223","MO_Wright",2016,"Missouri","MO","Wright",1170,6707,242,8119,2807381,62.25,59.7,6093000,2799.1,520.4,1978.4,300.3,519.4,360.8,8.8,41.9,107.8,170549,31710,120544,18295,31644,21983,537,2554,6570,NA,7595,7146,449,5.9,NA
"14224","MT_Beaverhead",2016,"Montana","MT","Beaverhead",1143,3353,353,4849,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,5068,4894,174,3.4,16
"14225","MT_Big horn",2016,"Montana","MT","Big horn",2094,1853,290,4237,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,5539,5123,416,7.5,19
"14226","MT_Blaine",2016,"Montana","MT","Blaine",1202,1268,214,2684,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,2369,2257,112,4.7,8
"14227","MT_Broadwater",2016,"Montana","MT","Broadwater",573,2348,212,3133,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,2551,2421,130,5.1,5
"14228","MT_Carbon",2016,"Montana","MT","Carbon",1828,3748,415,5991,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,5418,5196,222,4.1,13
"14229","MT_Carter",2016,"Montana","MT","Carter",70,678,38,786,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,696,676,20,2.9,4
"14230","MT_Cascade",2016,"Montana","MT","Cascade",12175,19632,2764,34571,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,37781,36224,1557,4.1,23
"14231","MT_Chouteau",2016,"Montana","MT","Chouteau",732,1679,192,2603,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,2513,2415,98,3.9,9
"14232","MT_Custer",2016,"Montana","MT","Custer",1176,3657,352,5185,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,6235,6007,228,3.7,14
"14233","MT_Daniels",2016,"Montana","MT","Daniels",168,730,64,962,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,934,909,25,2.7,4
"14234","MT_Dawson",2016,"Montana","MT","Dawson",787,3320,267,4374,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,4601,4418,183,4,7
"14235","MT_Deer lodge",2016,"Montana","MT","Deer lodge",2058,1763,385,4206,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,5296,5087,209,3.9,14
"14236","MT_Fallon",2016,"Montana","MT","Fallon",154,1279,51,1484,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,1810,1742,68,3.8,4
"14237","MT_Fergus",2016,"Montana","MT","Fergus",1202,4269,369,5840,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,5763,5528,235,4.1,16
"14238","MT_Flathead",2016,"Montana","MT","Flathead",13293,30240,3038,46571,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,45960,43298,2662,5.8,42
"14239","MT_Gallatin",2016,"Montana","MT","Gallatin",24246,23802,5771,53819,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,62060,60245,1815,2.9,32
"14240","MT_Garfield",2016,"Montana","MT","Garfield",34,653,31,718,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,763,740,23,3,4
"14241","MT_Glacier",2016,"Montana","MT","Glacier",3121,1620,334,5075,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,5826,5310,516,8.9,16
"14242","MT_Golden valley",2016,"Montana","MT","Golden valley",71,365,38,474,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,378,361,17,4.5,2
"14243","MT_Granite",2016,"Montana","MT","Granite",472,1192,113,1777,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,1632,1532,100,6.1,4
"14244","MT_Hill",2016,"Montana","MT","Hill",2371,3478,596,6445,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,7797,7448,349,4.5,17
"14245","MT_Jefferson",2016,"Montana","MT","Jefferson",1998,4177,539,6714,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,5669,5399,270,4.8,10
"14246","MT_Judith basin",2016,"Montana","MT","Judith basin",235,872,101,1208,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,932,899,33,3.5,4
"14247","MT_Lake",2016,"Montana","MT","Lake",4776,7530,875,13181,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,13078,12435,643,4.9,21
"14248","MT_Lewis and clark",2016,"Montana","MT","Lewis and clark",14478,16895,3105,34478,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,35167,33961,1206,3.4,NA
"14249","MT_Liberty",2016,"Montana","MT","Liberty",206,698,57,961,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,988,956,32,3.2,4
"14250","MT_Lincoln",2016,"Montana","MT","Lincoln",2041,6729,560,9330,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,7940,7200,740,9.3,14
"14251","MT_Madison",2016,"Montana","MT","Madison",1180,3297,301,4778,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,4412,4239,173,3.9,8
"14252","MT_Mccone",2016,"Montana","MT","Mccone",154,862,44,1060,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,1042,1021,21,2,3
"14253","MT_Meagher",2016,"Montana","MT","Meagher",193,729,55,977,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,915,877,38,4.2,1
"14254","MT_Mineral",2016,"Montana","MT","Mineral",519,1330,163,2012,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,1688,1556,132,7.8,6
"14255","MT_Missoula",2016,"Montana","MT","Missoula",31543,22250,5410,59203,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,61361,58972,2389,3.9,52
"14256","MT_Musselshell",2016,"Montana","MT","Musselshell",332,1967,142,2441,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,2294,2172,122,5.3,6
"14257","MT_Park",2016,"Montana","MT","Park",3595,4980,784,9359,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,8406,8032,374,4.4,11
"14258","MT_Petroleum",2016,"Montana","MT","Petroleum",30,278,14,322,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,277,264,13,4.7,1
"14259","MT_Phillips",2016,"Montana","MT","Phillips",318,1723,130,2171,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,1935,1829,106,5.5,13
"14260","MT_Pondera",2016,"Montana","MT","Pondera",738,1799,186,2723,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,2864,2739,125,4.4,8
"14261","MT_Powder river",2016,"Montana","MT","Powder river",127,884,42,1053,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,1066,1040,26,2.4,7
"14262","MT_Powell",2016,"Montana","MT","Powell",551,2029,214,2794,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,2868,2718,150,5.2,13
"14263","MT_Prairie",2016,"Montana","MT","Prairie",100,556,33,689,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,526,508,18,3.4,4
"14264","MT_Ravalli",2016,"Montana","MT","Ravalli",6223,14810,1523,22556,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,19569,18594,975,5,24
"14265","MT_Richland",2016,"Montana","MT","Richland",671,3908,292,4871,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,6213,5893,320,5.2,13
"14266","MT_Roosevelt",2016,"Montana","MT","Roosevelt",1560,1797,295,3652,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,4687,4428,259,5.5,12
"14267","MT_Rosebud",2016,"Montana","MT","Rosebud",987,2253,213,3453,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,4107,3874,233,5.7,12
"14268","MT_Sanders",2016,"Montana","MT","Sanders",1218,4286,449,5953,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,4758,4377,381,8,9
"14269","MT_Sheridan",2016,"Montana","MT","Sheridan",477,1241,117,1835,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,1958,1892,66,3.4,6
"14270","MT_Silver bow",2016,"Montana","MT","Silver bow",8619,6376,1457,16452,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,17184,16421,763,4.4,31
"14271","MT_Stillwater",2016,"Montana","MT","Stillwater",908,3661,304,4873,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,4808,4609,199,4.1,8
"14272","MT_Sweet grass",2016,"Montana","MT","Sweet grass",402,1595,110,2107,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,1796,1738,58,3.2,5
"14273","MT_Teton",2016,"Montana","MT","Teton",808,2170,210,3188,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,2828,2722,106,3.7,5
"14274","MT_Toole",2016,"Montana","MT","Toole",402,1497,138,2037,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,2224,2144,80,3.6,5
"14275","MT_Treasure",2016,"Montana","MT","Treasure",59,351,33,443,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,353,337,16,4.5,3
"14276","MT_Valley",2016,"Montana","MT","Valley",886,2698,310,3894,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,4400,4246,154,3.5,8
"14277","MT_Wheatland",2016,"Montana","MT","Wheatland",179,702,65,946,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,797,755,42,5.3,5
"14278","MT_Wibaux",2016,"Montana","MT","Wibaux",55,463,23,541,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,513,492,21,4.1,1
"14279","MT_Yellowstone",2016,"Montana","MT","Yellowstone",22171,40920,6017,69108,497147,64.42,63.34,1042520,2683.5,377.4,2043,263.1,368.3,283.9,3.5,55.4,25.5,27976,3934,21299,2743,3840,2960,36,578,266,1,81129,78099,3030,3.7,45
"14280","NE_Adams",2016,"Nebraska","NE","Adams",3302,9287,924,13513,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,16749,16226,523,3.1,28
"14281","NE_Antelope",2016,"Nebraska","NE","Antelope",383,2732,166,3281,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,3613,3519,94,2.6,8
"14282","NE_Arthur",2016,"Nebraska","NE","Arthur",17,244,12,273,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,228,215,13,5.7,1
"14283","NE_Banner",2016,"Nebraska","NE","Banner",19,357,26,402,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,420,405,15,3.6,1
"14284","NE_Blaine",2016,"Nebraska","NE","Blaine",30,276,11,317,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,267,255,12,4.5,1
"14285","NE_Boone",2016,"Nebraska","NE","Boone",414,2299,192,2905,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,3021,2942,79,2.6,7
"14286","NE_Box butte",2016,"Nebraska","NE","Box butte",965,3617,342,4924,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,5675,5472,203,3.6,NA
"14287","NE_Boyd",2016,"Nebraska","NE","Boyd",128,983,45,1156,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,1105,1072,33,3,3
"14288","NE_Brown",2016,"Nebraska","NE","Brown",153,1385,59,1597,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,1388,1337,51,3.7,1
"14289","NE_Buffalo",2016,"Nebraska","NE","Buffalo",4763,14569,1797,21129,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,27371,26687,684,2.5,29
"14290","NE_Burt",2016,"Nebraska","NE","Burt",930,2367,261,3558,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,3566,3435,131,3.7,5
"14291","NE_Butler",2016,"Nebraska","NE","Butler",691,3079,211,3981,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,4652,4503,149,3.2,8
"14292","NE_Cass",2016,"Nebraska","NE","Cass",3484,8452,997,12933,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,13217,12774,443,3.4,29
"14293","NE_Cedar",2016,"Nebraska","NE","Cedar",571,3532,317,4420,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,4595,4478,117,2.5,6
"14294","NE_Chase",2016,"Nebraska","NE","Chase",171,1648,79,1898,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,2304,2257,47,2,5
"14295","NE_Cherry",2016,"Nebraska","NE","Cherry",317,2623,178,3118,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,3491,3412,79,2.3,18
"14296","NE_Cheyenne",2016,"Nebraska","NE","Cheyenne",711,3665,335,4711,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,5483,5329,154,2.8,5
"14297","NE_Clay",2016,"Nebraska","NE","Clay",477,2422,166,3065,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,3340,3237,103,3.1,8
"14298","NE_Colfax",2016,"Nebraska","NE","Colfax",859,2171,184,3214,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,5582,5424,158,2.8,5
"14299","NE_Cuming",2016,"Nebraska","NE","Cuming",719,3122,233,4074,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,4742,4606,136,2.9,7
"14300","NE_Custer",2016,"Nebraska","NE","Custer",641,4695,316,5652,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,6387,6238,149,2.3,11
"14301","NE_Dakota",2016,"Nebraska","NE","Dakota",2314,3616,349,6279,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,10969,10515,454,4.1,12
"14302","NE_Dawes",2016,"Nebraska","NE","Dawes",801,2632,243,3676,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,5243,5089,154,2.9,3
"14303","NE_Dawson",2016,"Nebraska","NE","Dawson",2136,5984,515,8635,844227,64.11,59.97,1907116,2263.3,337.9,1677.6,247.8,291,186.7,2.6,52.1,49.6,43163,6444,31994,4725,5550,3561,49,994,946,NA,13037,12653,384,2.9,20
